step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest
-0.2865168539325842,3,-0.3521380267905479,24357,-0.1341738624213453,0.0,70853,-0.1379733080649102,-0.1936819098756979
-0.0280898876404494,1,1.3061927413643664,11337,-0.1341738624213453,0.0,5245,2.05674922287568,1.9771808805900748
-0.0617977528089887,1,0.2961005503425647,96319,-0.1341738624213453,0.0,23473,0.0545646402392319,0.0906463359134771
2.556179775280899,1,0.2308608311685511,88132,0.2601790067191301,0.0,2917,1.1499881807108316,1.013385366416627
-0.4438202247191011,0,0.3742663584435387,74393,0.3389345412459962,1.3819095937273354,6609,-0.1379733080649102,-0.1936819098756979
-0.3146067415730337,0,2.012698708298144,35465,4.426336578091044,6.655139135280775,19562,-0.0079865061833561,-0.1936819098756979
0.7696629213483146,1,1.391986938680237,74581,1.2224642067738667,0.0,24685,0.2441082913635667,0.4463637686716338
-1.2359550561797752,4,0.6619821656406482,40732,-0.1341738624213453,0.0,12680,1.3359796397652597,1.1928600398950484
-0.4550561797752809,3,-0.3223781090961448,98009,-0.103243134171543,0.0,82772,-0.1379733080649102,-0.1936819098756979
0.1011235955056179,3,-0.3312843662814723,33151,-0.1341738624213453,0.0,72773,-0.1379733080649102,-0.1936819098756979
0.6573033707865169,1,0.985733362468432,38605,-0.1341738624213453,0.0,41125,0.6391096517564808,0.7113244753641301
0.8089887640449438,0,0.20755185566582,70980,78.98826172368766,59.70921048010268,50225,0.5405657515200044,0.2806149701450707
0.797752808988764,3,-0.1215954320901124,78031,0.2542144972712956,0.0,78363,-0.1379733080649102,-0.1936819098756979
0.7415730337078652,0,0.4712272737507877,13687,0.7081828661021391,1.788793387318928,24855,1.0825944969499195,0.6962230971542445
-0.5561797752808989,1,0.4633346642872298,6757,-0.1341738624213453,0.0,8569,0.2122366547225018,0.2547385678178616
-1.247191011235955,3,-0.367370600676725,23627,7.150794536560928,5.403445813049711,84104,-0.1379733080649102,-0.1936819098756979
-0.449438202247191,3,-0.2818774124860813,13728,2.4978646757445664,1.822981386086586,63263,-0.1379733080649102,-0.1936819098756979
0.1011235955056179,3,-0.358364176260582,55887,0.0132477960464517,0.0773010504159673,80681,-0.1379733080649102,-0.1936819098756979
0.7921348314606742,3,-0.3808951558246782,99515,0.7491763789060598,0.6558663014397275,85429,-0.1379733080649102,-0.1936819098756979
-0.2865168539325842,0,1.1434621440874408,92846,5.962086664486487,6.615330863192439,17871,1.6030758322601089,1.0211073756824582
1.2303370786516854,4,0.4693002977678983,8692,1.4226319414969488,0.0,32128,-0.1379733080649102,-0.1936819098756979
0.4662921348314606,3,-0.331143655171517,76539,0.2381731016775791,0.2077058822859029,80464,-0.1379733080649102,-0.1936819098756979
0.3370786516853932,3,-0.3185348132187507,2650,0.8205595641494862,0.6241284824139651,64461,-0.1379733080649102,-0.1936819098756979
