step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
-0.3333333333333333,1,0.19775074179123925,869,-0.14859503697514373,0.0,2040,0.07089923653673924,0.08194960298203496,0
1.4603174603174602,3,-0.220479860892534,4470,-0.14859503697514373,0.0,3723,-0.14294408275308443,-0.19893337683359616,0
0.5608465608465608,4,5.961511961579634,4587,-0.14859503697514373,0.0,1536,1.7638334744630502,2.5263317023170666,0
0.6878306878306878,1,-0.2532668766304597,1139,-0.14859503697514373,0.0,224,-0.09992603147593024,-0.13835617588844037,0
-0.6349206349206349,3,-0.33210615611292865,803,-0.14859503697514373,0.0,4633,-0.14294408275308443,-0.19893337683359616,0
-0.4497354497354497,3,-0.37748250535905364,4212,-0.020504480913571797,0.06921070781243104,3483,-0.14294408275308443,-0.19893337683359616,0
0.06349206349206349,4,0.36765552540711055,2717,0.006302099375602539,0.0,1174,-0.14294408275308443,-0.07288503624245188,0
0.4021164021164021,3,-0.32383303182557077,3744,2.328766024662274,1.7500440850285932,4861,-0.14294408275308443,-0.19893337683359616,0
-1.2222222222222223,4,1.1067177007798639,4283,-0.14859503697514373,0.0,2677,0.6747974019297751,0.7478957661846691,0
-1.126984126984127,1,0.6046573225009502,359,-0.14859503697514373,0.0,189,1.5268461993030331,1.3936307399694423,0
-0.48148148148148145,1,0.36481799677156607,2462,-0.14859503697514373,0.0,341,6.507979022133804,5.612462651920758,0
0.8148148148148148,1,-0.13135497243921634,2888,4.313630959003209,2.9804320837755225,2507,-0.14294408275308443,-0.15505677080999422,0
-1.2486772486772486,1,-0.3847240322457857,1720,-0.14859503697514373,0.0,2384,-0.11234256620080521,0.15114064996309984,0
0.26455026455026454,4,1.9988521050223833,2931,-0.13467674356391726,0.0,1390,0.23434225485107085,0.518261775680898,0
0.21693121693121692,3,-0.3783116183275776,3270,-0.13805727782698554,0.0,3507,-0.14294408275308443,-0.19893337683359616,0
-1.1111111111111112,1,0.13065911976009384,3428,-0.14859503697514373,0.0,1693,11.145169668300941,9.53819684694887,0
-0.08465608465608465,0,0.27551020602790965,1138,0.134295817216097,1.078851967490726,3171,-0.14294408275308443,-0.19893337683359616,0
0.010582010582010581,3,-0.36499281189167015,3395,0.9842554477826854,0.8015673350693664,4107,-0.14294408275308443,-0.19893337683359616,0
-1.2275132275132274,3,-0.36674304846365197,4389,1.5007580341885138,1.1885740131068774,4234,-0.14294408275308443,-0.19893337683359616,0
1.6984126984126984,3,-0.3384325611954964,642,-0.14859503697514373,0.0,4498,-0.14294408275308443,-0.19893337683359616,0
0.5608465608465608,3,-0.38439566261663477,1342,3.0641890167630264,2.375955681119102,3642,-0.14294408275308443,-0.19893337683359616,0
-0.4497354497354497,3,-0.2763452699330214,2910,0.772679780982756,0.5296665519264583,4277,-0.14294408275308443,-0.19893337683359616,0
0.6613756613756614,1,0.44883962649327974,1683,-0.14859503697514373,0.0,316,0.24251239440410197,0.2700068071481679,0
-0.582010582010582,1,1.601150707685252,1209,-0.05511974321144814,0.0,1053,-0.14294408275308443,0.13023381425458835,0
-1.126984126984127,3,-0.24747183423620364,333,-0.14859503697514373,0.0,3479,-0.14294408275308443,-0.19893337683359616,0
-0.4603174603174603,3,-0.35746691161637195,1620,0.049315876483289174,0.09541436352858865,3716,-0.14294408275308443,-0.19893337683359616,0
-0.6190476190476191,0,1.9712224150724103,1732,-0.05692445551334658,3.122725637144245,767,-0.14294408275308443,-0.19893337683359616,0
0.5291005291005291,0,0.4801698834721422,1506,-0.05926617976849285,1.1985368033098167,2101,-0.14294408275308443,-0.19893337683359616,0
-1.1005291005291005,1,0.5404227603844066,1509,-0.14859503697514373,0.0,2493,1.9204185395920248,1.7195147656687557,0
0.18518518518518517,0,0.6862263016825015,3419,31.015767529286137,24.612440496687604,403,1.8855713332654338,1.3567191985203608,0
0.8412698412698413,0,0.8647308498828816,4804,67.09951929727144,51.72188573619637,1992,2.8379804077745887,2.14153100800081,0
0.5714285714285714,3,-0.3188571333094864,3612,0.12532507655446526,0.10225431392252092,4311,-0.14294408275308443,-0.19893337683359616,0
-0.5767195767195767,1,0.010715449698227068,1690,0.28830380262785915,0.0,2620,-0.14294408275308443,-0.13166212667292473,0
-0.31746031746031744,3,-0.35846315943641227,397,1.5047943392777694,1.1809052838488914,4612,-0.14294408275308443,-0.19893337683359616,0
0.798941798941799,1,2.01366017148641,3767,3.3871532875310555,0.0,1480,-0.14294408275308443,0.19816147972928674,0
0.06349206349206349,3,-0.3609938842300982,2634,1.625111427229213,1.2737940949473145,3618,-0.14294408275308443,-0.19893337683359616,0
0.06349206349206349,0,0.1764679037315971,3808,35.52400321282808,27.31344694690602,829,5.963991307650734,4.927265712805478,0
-1.1164021164021165,3,-0.24632640609982195,2756,-0.14859503697514373,0.0,4778,-0.14294408275308443,-0.19893337683359616,0
-0.4497354497354497,3,-0.38857500029595743,1268,-0.14859503697514373,0.0,3959,-0.14294408275308443,-0.19893337683359616,0
0.798941798941799,1,0.0957313944571578,2262,-0.14859503697514373,0.0,290,-0.038585778956986894,-0.028447621565402703,0
-0.1111111111111111,1,-0.035455273288306936,3276,-0.14859503697514373,0.0,1800,-0.06515441045434998,-0.17887986511981513,0
0.30687830687830686,0,1.3356373630469192,3909,-0.12979961861146977,2.2489671249957617,2408,-0.14294408275308443,-0.19893337683359616,0
-0.4603174603174603,1,1.140828367575569,864,-0.14859503697514373,0.0,2947,0.39817148811145897,0.5170277085251255,0
0.2751322751322751,1,1.7503506570310832,3803,-0.05621137406723061,0.0,898,1.1766495566371993,1.2829113255823916,0
-0.07936507936507936,1,0.3750147485952451,3730,-0.14859503697514373,0.0,1950,0.8993320691188964,0.8193594040077604,0
1.9576719576719577,3,-0.3781592845234718,4189,0.04619944645952309,0.11977198941224836,4744,-0.14294408275308443,-0.19893337683359616,0
-0.12169312169312169,0,0.49752779910726536,3167,0.898974428217073,1.9347236637613063,2965,0.450230756719195,0.16073217984448732,0
0.6825396825396826,3,-0.34154810538137226,4095,-0.14859503697514373,0.0,4348,-0.14294408275308443,-0.19893337683359616,0
0.5767195767195767,3,-0.2918000048395865,1228,-0.14859503697514373,0.0,4111,-0.14294408275308443,-0.19893337683359616,0
-1.08994708994709,0,-0.32160616083680243,1850,1.595610983699156,1.3975319335290235,2700,-0.14294408275308443,-0.19893337683359616,0
0.5873015873015873,0,0.6693161813099316,2139,5.363581764086467,5.481962911391683,2602,2.025504941004775,1.4791317723381618,0
0.30158730158730157,4,64.210772306574,414,-0.14859503697514373,0.0,2710,41.82916966684116,46.32170586806023,0
-0.10582010582010581,1,1.3174520637752718,4905,-0.14859503697514373,0.0,972,0.5131866145165291,0.3791213529710196,0
